StackOverflow Post link,Comment,Viral,Kosta,Note,Kosta Note
,"Honestly, you can simplify this answer by saying Java is pass by value only for primitive types. Everything that inherits from Object is effectively pass by reference, where the reference is the pointer you're passing. – Scuba Steve Feb 4 '19 at 22:51",1,1,,
,"@Scuba Steve if that's what you got out of my post, I have totally failed to get my message across. Everything in java is ALWAYS pass by value and NEVER pass by reference. When passing an object, you're actually passing a reference to that object, but THE REFERENCE IS BEING PASSED BY VALUE (i.e. a copy of the reference is passed.) And again, this not my personal opinion, but true by definition. – Sanjeev Feb 6 '19 at 0:19",1,1,,
,"That's true for any reference in any language... unless you explicitly passed a reference by reference, which generally speaking, wouldn't make much sense to do. – Scuba Steve Feb 6 '19 at 0:36",1,1,,
,"Not the case. This is true in C, Java, JavaScript, but not true in Pascal (which has ""Variable Parameters"" the same as reference parameters) and C++ (please see the example I posted) – Sanjeev Feb 6 '19 at 0:40",1,1,,
,"Other examples of pass by reference languages are c#, php, vb.net, and fortran. – Sanjeev Feb 6 '19 at 0:49",1,1,,
,"I don't think C++ owns the term ""pass by reference"". In Java, it's very common to say ""pass a reference"", because when you pass an object, you don't copy the object, as you could in C++. it is a pointer to a location in memory, but yes a new pointer. In C++, it's a pointer to a pointer... So, I prefer to use other terms and not assume C++ is the standard everyone must follow and understand. – Juan Mendes Apr 16 '19 at 15:15",3,2,This group has a total of 1 upvote while the other group which you have annotated as 3 has a total of 2 upvotes. Therefore this group should be 3 and the other one should be 2.,ok
,"@JuanMendes, I just used C++ as an example; I could give you examples in other languages. The term ""Pass by reference"" existed long before C++ existed. It's a textbook term with a very specific definition. And by definition, Java is not pass by reference. You can keep using the term in this way if you'd like, but your usage will not be consistent with the textbook definition. It's not just a pointer to a pointer. It's a construct provided by the language to allow ""Pass By Reference"". Please take a close look at my example, but please don't take my word for it and look it up for yourself. – Sanjeev Apr 17 '19 at 3:32",3,2,,
,"Describing java as ""pass-by-value"" is highly misleading. For non-primitive types Java uses pass by value of the reference. Pass by value implies the value is copied when passed to a method. It is not, the reference is copied. What java does is not the same as either pass by value or pass by reference in C++. – AutomatedMike May 3 '19 at 12:20",2,3,,
,"@AutomatedMike, if the reference was being passed-by-reference, there wouldn't be a copy of the the reference. It would be as if the argument and parameter were two different names for the same variable. That's the distinction between pass-by-value and pass-by-reference. Please take a look at my c++ example to see what I mean. Another way to look at it is that java does not pass the ""Swap Test"". Here is a great article which discusses exactly what I mean : javapapers.com/core-java/…. An example Pascal would be more clear. I'll try and post one. – Sanjeev May 5 '19 at 21:12",2,3,,
,"@AutomatedMike I think that describing Java as ""pass-by-reference"" is also misleading, their reference are nothing more than pointers. As Sanjeev wrote value, reference and pointer are textbook terms that have their own meaning regardless of what Java creators use. – Jędrzej Dudkiewicz Jun 13 '19 at 10:29",2,3,,
,"@Sanjeev that's why I said ""pass by value of the reference"" not pass-by-reference or pass-by-value, as stated many times both these terms are miss-leading when describing what java does. – AutomatedMike Jun 25 '19 at 9:43",2,3,,
,"@AutomatedMike, I understand where you're going with that. My point is that we don't need new terminology. Pass-by-value adequately describes what java does. The value of the reference is indeed passed by value in Java. – Sanjeev Jun 25 '19 at 12:27",2,3,,
,"Java is pass by reference. Or passing the value of a reference in objects. Since in Java everything is an object except for atomic types like int, char, boolean, etc. For people who always says its pass by value I think they making it more complicated rather than simplifying the matter. – Artanis Zeratul Aug 17 '19 at 21:54",2,4,I believe this is not a new group or a new conversation. They are still debating whether calling java pass-by-value is logical or not.,ok
,"@ArtanisZeratul the point is subtle, but not complicated. Please take a look at the cartoon I posted. I felt it was pretty simple to follow. That Java is Pass-by-value isn't just an opinion. It's true by textbook definition of pass-by-value. Also, ""people who always say it's pass by value"" include computer scientists like James Gosling, the creator of Java. Please see the quotes from his book under ""Edit 2"" in my post. – Sanjeev Aug 18 '19 at 20:10",2,4,,
,"What a great answer, ""pass by reference"" does not exist in java(and other languages like JS). – newfolder Sep 3 '19 at 17:06",P,5,Praise,ok
,"This part of the answer is misleading and should have been changed: ""Java is Pass-by-value, but allows us to emulate pass be reference by passing a Java reference (i.e. a pointer) by value."" -- That doesn't emulate pass-by-reference at all. The closest thing to emulating it would be to pass (a copy of a reference to) some mutable ""holder"" object, e.g., an AtomicReference, and the called function would mutate the ""holder"" to hold a new value. The caller would need to understand that usage; the language would not help. – AndrewF Dec 24 '19 at 23:56",5,,Group 5,ok
,"@AndrewF. Yes, in a sense, you could emulate pass-by-reference even more closes by enclosing the ""reference"" in a mutable object since this would allow changing the ""reference"" in the function. But my goal was to explain the origins of passing ""reference"" or a pointer by value. How closely this emulates PBR is not relevant to my argument. – Sanjeev Jan 6 at 16:24",5,,,
,"I think most of the comments/answers on this question (and this answer itself) have covered well that passing a reference/pointer value is not pass-by-reference by definition and does not exhibit the bidirectional behavior of pass-by-reference. So there is no emulation whatsoever. The rest of the answer gets it right, but that one sentence gets it wrong. – AndrewF Jan 7 at 21:14",5,,,
,"@AndrewF, I'm still not TOTALLY convinced this section is incorrect or misleading, but I'm open to the idea that you might have a point and I'm just missing it, especially since you're the second person to object. Either way, you've convicted me to change it (the first chance I get) because even if that one bullet is historically correct, it's a distraction from my core message. Thanks for the feedback. – Sanjeev Feb 11 at 18:05",5,,,
https://stackoverflow.com/a/309448/5749570,"i found filenotfound exception while i try to read file name with ""До_свидания"" file name(Russian language) i try with FileInputstream but it not cable to read this filename from sdcard. – Bhanu Sharma Feb 11 '14 at 5:39",,,,
,"For android developers, seems like android does not come with IOUtils from Apache. So you might consider referring to other answers. – Chris.Zou Aug 1 '14 at 3:57",1,1,,
,"I work in a limited footprint environment, so the solution by @PavelRepin below using the java io/util libs makes more sense. – James Sep 25 '14 at 23:34",,,,
,@ChristofferHammarström totally agree. Even on the same machine if you run java from cmd or from your IDE. – Esben Skov Pedersen Oct 23 '14 at 7:29,,,,
,IOUtils.toString() works very nicely with the Java7 try-with-resources. – Donal Fellows Apr 15 '15 at 12:49,4,5,,
,maven dependency for commons-io <dependency><groupId>commons-io</groupId><artifactId>commons-io</artifactId><version>2.4</version> </dependency> – Ronan Quillevere Jun 18 '15 at 14:47,,,,
,For gradle users: compile 'org.apache.commons:commons-io:1.3.2' (I'm having trouble finding the latest version; anyone?) – AutonomousApps Sep 7 '15 at 21:23,,,,
,It' s a worse idea to use 3rd library to load inputstream to string. Try this gist.github.com/XinyueZ/440e015b3a1afb692812 – TeeTracker Oct 9 '15 at 13:32,,,,
,Guava version: CharStreams.toString(new InputStreamReader(stream)) – Shubham Chaudhary Nov 5 '15 at 11:33,5,,,
,This is an incredibly old question at this point (it was asked in 2008). It is worth your time to read through more modern answers. Some use native calls from the Java 8 library. – Shadoninja Mar 28 '16 at 3:13,2,2,,
,This answer is heavily outdated and one should be able to mark it as such (sadly this is not possible atm). – codepleb Apr 20 '16 at 13:00,C,3,"I think there is no value in this comment. It is just a critiq. If you agree, the rests of the annotations will align well.",ok
,It turns out that this method is the slowest! Check out my benchmarks here – Ilya Gazman Feb 13 '18 at 21:33,,,,
,In case it helps anyone I've filled in the small gap in the second part of this answer on how to close the stream in this answer. – Steve Chambers Feb 25 '18 at 20:52,,,,
,IOUtils.toString() has long been deprecated. This answer definitely is not the recommended way any more. – Roshan Feb 15 '19 at 16:08,3,4,,
,then edit it to explain why it is deprecated to help future readers. – Jean-François Fabre♦ Apr 3 '19 at 20:23,3,4,,
,Check out this handy example of IOUtils.copy: apisonar.com/java-examples/… – APISonar Dec 17 '19 at 13:58,,,,
https://stackoverflow.com/a/271874/5749570,"I disagree with your statements for the DO_NOTHING action. If the find action method cannot find an action, then returning null is the right thing to do. You've ""found"" an action in your code which isn't really found, which violates the principle of the method, to find a useable action. – MetroidFan2002 Nov 7 '08 at 18:36",1,1,,
,"I agree that null is overused in Java, especially with lists. So many apis would be better if they return an empty list/array/collection instead of null. Many times, null is used where an exception should be thrown instead. An exception should be thrown if the parser can't parse. – Laplie Anderson Nov 14 '08 at 1:53",2,2,,
,I think it should be possible in the source code to specify that null is never returned from method X and that a given parameter should NOT be null and it is an error to pass one. – Thorbjørn Ravn Andersen May 26 '09 at 11:43,,,,
,"The latter example here is, IIRC, the Null Object design pattern. – Steven Evers Jul 23 '09 at 4:26",3,3,,
,Assertion is good for TESTING. It's dangerous to use on PROD. – DragonBorn Nov 30 '09 at 14:21,5,,Assertion usage - group 5,ok
,"I disagree with DO_NOTHING because although it eliminates that null check, the resultant behaviour is unexpected. If null is an unexpected input to your method then it is pertinent that your method throws NPE so that the caller is aware and things are logged(A fail fast behaviour). With using DO_NOTHING, its like everything passed but the resultant action didnt take place and users will redo the action (resubmitting the form). I agree to return empty lists, objects but not nulls as return values but dont agree to the DO_NOTHING illustrated above. But NPE's shouldnt display stacktrace on UI – Cshah Feb 11 '10 at 14:56",1,4,"These 2 comments also talk about 'Do_nothing' action. Therefore, it should go in group 1.",ok
,"@Cshah (and MetroidFan2002). Simple, put that into the contract and then it is clear that a non-found returned action will do nothing. If this is important information to the caller, then provide a way to discover that it was a non-found action (i.e. provide a method to check if the result was the DO_NOTHING object). Alternatively, if action should normally be found then you still should not return null but instead throw an exception specifically indicating that condition - this still results in better code. If desired, provide a separate method returning boolean to check if action exists. – Kevin Brock Mar 5 '10 at 12:25",1,4,,
,"I am defensive in my coding and do the null checks. Especially in a J2EE environment. My thinking is that anything that can be null...could potentially be null at some point. Contractually, in most cases I don't want to throw an illegalarg exception or nullpointer because Java shouldn't have null refs in the first place. In most cases, I try to find a default return value and fail fast with the default value/expected return value. – Berlin Brown Mar 14 '11 at 21:33",2,,"Talk about null check. Therefore, group 2.",ok
,Concise does not equal quality code. I'm sorry you think so. Your code hides situations where an error would be advantageous. – gshauger May 4 '11 at 4:33,4,5,This will auto correct if you adjust the other ratings.,ok
,"@MetroidFan, if you return a valid Action which doesn't do anything you have a simpler caller without a branch. Branches cause additional complexity, and keeping them as few as possible makes for simpler testing. – Thorbjørn Ravn Andersen Sep 4 '11 at 21:51",1,,,
,"@Thorbjørn Ravn Andersen By hiding the possibility that the findAction method may not find an action, you've now done logic that, while it doesn't break the program, may result in undesired effects that aren't found until a much later stage (possibly in production). Depending on if findAction really can be expected to not find anything, this is highly undesireable - returning null or throwing an exception, like imaginaryboy suggests, are better approaches so that they can be explicitly checked for and paths taken to account for the lack of finding an action. – MetroidFan2002 Sep 4 '11 at 22:55",1,,,
,"Whats the point of using assertions when they only fail for you? Yes you can catch stuff while you're working on it, but in production how will they help if you never hear about that in odd situations? – monksy Sep 19 '11 at 14:56",5,,Assertion usage - group 5,ok
,"There is nothing wrong with checking null values, and I have seen lot of senior/rockstar developers who check for null values everywhere. Also, null checking is one of the cheapest operation in a programming language. – DarthVader Oct 5 '11 at 0:44",2,,"Talk about null check. Therefore, group 2.",ok
,"Agreed with DarthVader. I'd argue that not being defensive enough is the junior thing to do. There are very few libraries out there, and very few coders in my experience that have the discipline to completely describe their contracts (and that includes whether nulls might be returned/ are acceptable values for arguments), so often there isn't much to trust. – Eelco Feb 8 '12 at 5:08",2,,,
,"@Saj: Why Assertions are only good for testing and dangerous for productive systems? If there is a condition that leads to an error it has to fail also in production. Nevertheless it's important to have some JUnit test or integration test that checks that assertion. Furthermore enable assertions with ""-ea"" – Sal Aug 26 '12 at 20:48",5,,Assertion usage - group 5,ok
,"In the ""compare"" code your perspective is being unveiled for the fact that if you have nothing to do when NULL is returned for action then why checking for NULL? You make the code looks uglier than just a checking for a non NULL value. Avoiding coding styles, I prefer the way I've seen in some android api code while asking for NULL. They just return if the involved method can't continue working even thought method profile returns void. And if you have to, arrange things previous the return statement. Of course, you are returning and breaking the normal flow of a high level language. – Sebastian Sep 14 '12 at 20:57",,,,
,"assert is unusable for me, because it has to be explicitly enabled - I want my assertions to always be enabled. Someone said: ""but in production how will they help if you never hear about that in odd situations?"" Easy - you get an exact and crystal clear failure as near to the root cause of the problem as possible, and can easily patch it with much less effort than reverse engineering the entire system trying to figure out where the failure was. That is why design by contract, fail-fast, no-null design is the only way to go.... and never use 'assert', use a mechanism that is always enabled.... – ianpojman Oct 18 '12 at 3:28",5,,Assertion usage - group 5,ok
,"Instead of the DO_NOTHING action I would probably create a hasAction(userInput) method, returning a true or false if there is a valid action for that userInput. Then findAction would return the action or throw an Exception ActionNotFoundException – Matthew Kirkley Dec 20 '12 at 12:25",1,,"talks about 'Do_nothing' action. Therefore, it should go in group 1.",ok
,"""although my testing has shown next to no performance impact from assertions"". Your assumption is not based on Oracle documentation. It can highly affect performance in type of system that includes real-time computation. – FidEliO Dec 24 '12 at 11:24",5,,Assertion usage - group 5,ok
,I agree with MetroidFan2002. he is spot on. returning null can sometimes happen and it is not dirty at all to check for nulls. by all means if you can avoid nulls and always initialise your contracts then you wont need to check nulls – Jonathan Jan 10 '13 at 23:40,2,,Null check topic. Group 2.,ok
,@SnOrfus +1 for mentioning the Null Object design pattern. I learned something here. See en.wikipedia.org/wiki/Null_Object_pattern – Timmos Jan 17 '13 at 16:24,3,,Null Object Pattern (NOP) is group 3,ok
,"I never return null so I never check return values for null. I never need to think about which variables that are valid. They all are. I never pass null to a method so I never need any input validation in my methods. If it would feel logical to actually have a method that allows a null parameter to be passed, I create two methods instead. Minimizing code duplication by breaking out commons is then important. – Anders Lindén Jan 21 '13 at 21:28",2,,Null check topic. Group 2.,ok
,"I'm against code bloat and agree with this solution. Explicitly checking for NULLs is an anti-pattern IMHO. The Java way is to throw *NotFound/InvalidAccess etc. exceptions which avoids the necessity for the caller to explicitly handle irregular situations. I even go further: use arg.equals(""foo"") instead of ""foo"".equals(arg), or use native types (long instead of Long) to implicitly FORCE NPE. Fortunately, when returning a null object, the caller can still try to call a method on that null value and force a NPE. :-))))) – user1050755 Mar 7 '13 at 1:04",2,,Null check topic. Group 2.,ok
,"Often, the behaviour you want to implement if an object is null will be similar no matter where you receive the null object. As others have noted, the answer's DO_NOTHING action is, in fact, The Null Object Pattern (en.wikipedia.org/wiki/Null_Object_pattern) which collects this 'what do we do if it's null?' logic in one place and so reduces duplication. However, the Null Object Pattern is really just a more limited version of Martin Fowler's Special Case Pattern: (martinfowler.com/eaaCatalog/specialCase.html) which is great for eliminating checks for values other than null too. – Ryan Bennetts Apr 23 '13 at 11:33",3,,Null Object Pattern (NOP) is group 3,ok
,I'd go for Optional/Option or an exception here. Returning null is just poison for your caller; they'll forget to handle it and see a problem far away from the call site. – Ricky Clarkson Jun 18 '13 at 18:00,,,,
,"@MetroidFan2002: agreed re: DO_NOTHING, but not quite. If the find action method cannot find an action, then the method didn't do what it said it would do. In that case it should not return. It should throw. – Travis Wilson Feb 26 '14 at 19:36",1,,"talks about 'Do_nothing' action. Therefore, it should go in group 1.",ok
,"@TravisWilson If the method was going to throw something, it should throw IllegalArgumentException, not NPE, because it's explicitly checking for null and doing something with it. IAE would also handle getting non-null input and not being able to find anything for it as well. But, nowadays with Java 5+, I would throw NPE IFF the method took an enum constant as a parameter, since you'd have something (one for each enum constant) or nothing if proper practices with enums were observed. – MetroidFan2002 Feb 27 '14 at 17:21",1,,,
,"@user1050755 What you are doing with strings is both dangerous and naive. When you do checking against a literal, you want to know if that literal matches, not if the string is null. The naive way to do that is as you've suggested, with a useless null check: if(stringVar != null && stringVar.equals(""literal"")) But, this forces you to directly send in null input for testing coverage, resulting in unneeded branches. """".equals(stringVar) will always work regardless. If you know the literal to check on, you should always do this - it's the safest, easy to read and doesn't do extra conditions. – MetroidFan2002 Feb 27 '14 at 17:23",2,,,
,"I don't get why everyone is hating the DO_NOTHING. Sure, in this example it is minimalistic - but this is a programming language... add in an ""isEmptyAction()"" method to the class... the point is to ENCODE the state of the objects, not return some cryptic-lack-of-a-value that you somehow have to just know to check for... ""isEmptyAction()"" is an actual API that encodes the fact that an action might be empty/do nothing. Much much much cleaner, imo (and many others, hence the fact that it is it's own defined design pattern ...) – grinch Feb 28 '14 at 13:23",1,,"talks about 'Do_nothing' action. Therefore, it should go in group 1.",ok
,"@MetroidFan2002: absolutely. NPE is not usually the right thing to throw. Not finding a method is a totally legitimate outcome so it should be something specific that the consumer is required to catch. Maybe it's a result of bad input, in which case I like IllegalArgumentException (but am not thrilled that it's a RuntimeException). Also by this rule: if the method says it might return an action that does nothing (say, for consumer's convenience), then returning DO_NOTHING is fine. – Travis Wilson Feb 28 '14 at 17:36",1,,"talks about 'Do_nothing' action. Therefore, it should go in group 1.",ok
,"Throwing NPE is a very sensible thing to throw when something is null that shouldn't be. By the way, you should be careful if you're dealing with concurrency, because something that's not null when you check it might be null when you use it. – dfeuer Mar 31 '14 at 1:11",2,,Null check topic. Group 2.,ok
,"I just added the final two suggestions to the answer -- the try/catch and the more-meaningful default action. @dfeuer I don't think NPE makes sense unless 'someInput' is null. I agree with Travis Wilson that IllegalArgumentException also is not ideal, although it's not inappropriate. My suggestion is a custom exception with a meaningful message that can be shown to the user that supplied the bad input. – UFL1138 May 15 '14 at 16:15",2,,Null check topic. Group 2.,ok
,"@MetroidFan2002 late to the fray. The point with the null object pattern is that you are returning null. The user can still check for a null object, by comparing it with the null object. She can also ignore the fact that she got back a null: that's the advantage. If you implement a method, and you think null is an OK value to return, then the thing you returned (the null) should still obey the API of the thing you promised to return. If it's unacceptable, then you should have thrown instead. The user can still decide for herself, by checking for the null object and throwing. – Ziggy Jun 10 '14 at 23:06",3,,Null Object Pattern (NOP) is group 3,ok
,"@Ziggy It's not that I disagree with the null object pattern, and I use it all the time. It's that in this particular case, the method signature is findAction A DO_NOTHING action, by definition, is NOT FOUND! That's lying to your user. And having the user have to check for DO_NOTHING violates polymorphism - now not all your instances can be used interchangeably. To put it in perspective, let's say the method was BigDecimal findBigDecimal(String whatever) - The Null Object pattern does not work here. Finding something lies to you if zero is returned. – MetroidFan2002 Jun 21 '14 at 4:06",3,,Null Object Pattern (NOP) is group 3,ok
,"Null Object pattern is more useful than null because sometimes the result isn't used immediately - it could be stored in a field, for example. You can then distinguish between null caused by an uninitialized field (probably a programming error), vs null as a result of some action. – artbristol Jul 29 '14 at 14:31",3,,Null Object Pattern (NOP) is group 3,ok
,CAUTION: Assertions can be disabled and are found to be disabled in production environments. – Dilruk Jul 31 '14 at 18:51,5,,Assertion usage - group 5,ok
,"null object pattern is useful for only simple cases because of java's lack of multiple inheritance. Unfortunately, null is the only value that can stand for an arbitrary object and that is why it is used so widely. – Kemal Erdogan Sep 16 '14 at 14:06",3,,Null Object Pattern (NOP) is group 3,ok
,"I find myself using the Null Object DP when having the API ""always available"" is relevant (such as with the Strategy pattern), but I typically find myself simply throwing verbose and meaningful exceptions. I can't remember the last time I explicitly checked for null in Java (or any real OO language); then again, I don't code in Java all that often. I just want to say: this was an epic conversation and a very enlightening read. This is why I come to SO. Thank you all for participating in this. – Xunnamius Nov 4 '14 at 2:31",3,,Null Object Pattern (NOP) is group 3,ok
,There is a much better solution for this now in Java8: use an Optional as your return value to represent a nullable value. That way the caller knows that it is an optional value and can use all the methods that Optional provides for handling the value. – sprinter Dec 24 '14 at 3:28,,,,
,"I like the idea of a DO_NOTHING action but nobody seems to mention throwing an IllegalArgumentException. If the argument is invalid this seems like a good response. The method will need to have proper documentation either way. Also @sprinter returning a DO_NOTHING action is very similar to Optional. Both have the goal of not returning null. I'm not convinced that Optional is ""a much better solution"" though. – John Mercier Feb 24 '15 at 17:58",1,,"talks about 'Do_nothing' action. Therefore, it should go in group 1.",ok
,"By and large, the problem is not that developers don't know or trust the contracts; the problem is that there are no contracts. In my experience with the Android SDKs published by several hardware vendors, there is either no documentation or no useful documentation. The code mills in Hong Kong and Bangalore have never even heard of Javadoc. – Kevin Krumwiede Mar 9 '15 at 18:48",,,,
,"As an electronic eng. turned into a programmer, this topics spin my head as I try to learn more XD – Josh Jul 17 '15 at 9:53",,,,
,throwing an Error just because someone passed a null file path to your file opener thingy is extremely overkill. Imagine if someone used that inside an application server. – Demonblack Sep 14 '16 at 16:47,,,,
,The real question is WHEN null is valid response and when is not. And what would be that very contract for software to be least cluttered with boilerplate code. – Mykhaylo Adamovych Nov 23 '16 at 11:14,,,,
,"Since Java 8, I always use Optional for cases like this. From the point of readybility it's not a big difference IMO, but it looks a bit more aesthetic. So instead of if (obj != null) I write if (objOpt.isPresent()) – Pascal Schneider Feb 27 '17 at 15:00",,,,
,@MetroidFan2002 Added to your statement - Criticism of NullObjectPattern – Tarun Maganti Apr 11 '17 at 9:43,3,,Null Object Pattern (NOP) is group 3,ok
,"I've seen too many dumb NullPointer exceptions in Production as to think that defensively checking for nulls is a ""Junior to Intermediate developers problem"" In my opinion, always, always do Null checking – Osmar Dec 27 '17 at 15:17",,,,
,"@MetroidFan2002 ""If the find action method cannot find an action, then returning null is the right thing to do"" This is totally up to the designer of the program to decide whether an action that doesn't do anything fits his use case. it is totally valid to return an action that doesn't do anything if it fits your design. You imply that real/fake action differentiation is important to the caller, but both approaches are valid according to your use case. The case where not found action is important to the caller is also legit, but can be communicated through other means than returning null – Singed Jan 22 '18 at 20:44",1,,"talks about 'Do_nothing' action. Therefore, it should go in group 1.",ok
,As a person new to java i find it interesting that people would find it useful to do this. Why would a programmer not always instead write a try/catch statement and use that to avoid and resolve errors? – JFreeman Jan 25 '18 at 8:04,,,,
,"The second half of this example basically says do not use Java. While that might be a good idea, sometimes you don't have a choise. And in java, null is a valid value. – Rasmus Kaj Feb 8 '18 at 13:33",,,,
,"A find method opens up the possibility that it didn't find what we were looking for. A habit that works well for me is to use 2 distinct verbs for functions which can obviously fail: findXXX may fail and as such may return null or better an option, getXXX may only fail by throwing an exception. I've also seen variants such as find vs find_exn or find vs find_opt. One way or the other, as long as the usage is regular this is fine. – bltxd Feb 23 '18 at 13:21",,,,
,"The NOP approach is almost never a good one, in my opinion. Like others have said, it may hide deeper flaws in your program so that they only get found in production after weeks of troubleshooting. That's not always the case, obviously, but I would be extremely wary of using it. The rigorous and arguably correct answer to ""find me X"" when you don't find it is to return null if you expect it to possibly not be found, or throw an exception if it's not an expected outcome. (e.g. I would expect a findByName method to be able to return null, but a getById never should.) – Demonblack Aug 26 '19 at 11:15",3,,Null Object Pattern (NOP) is group 3,ok
,How about using the Optional<T>? – ch271828n Mar 2 at 10:33,,,,
,How about using Kotlin? – Joffrey Mar 3 at 15:49,,,,
https://stackoverflow.com/a/40878/5749570,"If you want to make a HashMap thread-safe, use Collections.synchronizedMap(). – Rok Strniša Nov 22 '11 at 18:48",2,2,,
,"I would also comment that the naive approach to thread-safety in Hashtable (""synchronizing every method should take care of any concurrency problems!"") makes it very much worse for threaded applications. You're better off externally synchronizing a HashMap (and thinking about the consequences), or using a ConcurrentMap implementation (and exploiting its extended API for concurrency). Bottom line: the only reason to use Hashtable is when a legacy API (from ca. 1996) requires it. – erickson Mar 16 '12 at 17:19",1,1,"Although these comments have overlapping topics, I think your ratings make more sense. Updated mine to match yours.",
,HashMap gives flexibility to programmer to write threadSafe code when they actually use it. It happened rarely that I needed a thread safe collection like ConcurrentHashMap or HashTable. What I needed is certain set of functions or certain statements in a synchronized block to be threadsafe. – Gaurava Agarwal Jun 27 '16 at 9:00,3,3,,
,Hashtable is obsolete and we are using HashMap for non thread safe environment. If you need thread safety then you can use Collections.synchronizedMap() or use ConcurrentHashMap which is more efficient that hashtable. – Maneesh Kumar Mar 30 '18 at 3:45,4,4,,
,"It's obsolete but not deprecated and I'm wondering why this is. I'm guessing removing this class (and Vector for the same reasons) would break too much existing code and annotating with @Deprecated would imply an intention to remove the code, which apparently is not there. – Jilles van Gurp May 19 '18 at 8:11",4,4,,
,"You can also use ConcurrentSkipListMap (docs.oracle.com/javase/10/docs/api/java/util/concurrent/…). It is thread-safe collection similar to ConcurrentHashMap and this map is sorted according to the natural ordering of its keys, or by a Comparator provided at map creation time. – rashid Jun 25 '18 at 7:25",5,5,,
https://stackoverflow.com/a/13375461/5749570,"Theory: Goats are found in all kinds of precarious places, like sheer cliffs, possibly bucking location trends they get from regular non-goat users. Might explain ""teleportations"", which could be goats appearing to wildly relocate as the software tries to determine their location with algos designed for non-goats. – tedders Nov 14 '12 at 12:58",2,2,,
,How does this answer add anything to the info that the question already showed? – LarsH Nov 14 '12 at 17:17,4,5,This will auto correct if you change the previous groups.,ok
,@LarsH - the source for one. – djechlin Nov 14 '12 at 20:07,4,5,,
,"This is a history lesson, not an answer. Even if it is an Easter egg, is there a valid use case for it? Being an Easter egg doesn't preclude it from being useful, and you've not shown whether it is or is not useful. – casperOne Nov 14 '12 at 20:26",3,3,,
,"@djechlin, one aspect of the source is informative, and now that the answer has been edited, it's far more obvious: (this implementation of) this method always returns false. – LarsH Nov 14 '12 at 20:52",4,5,"
This will auto correct if you change the previous groups.
",ok
,The method could be overridden in a test scenario. – Thorbjørn Ravn Andersen Aug 25 '13 at 6:13,,,,
,"It's also a reference to en.wikipedia.org/wiki/The_Men_Who_Stare_at_Goats , about a U.S. military project involving goats. – Matthew Flaschen Feb 19 '14 at 6:03",2,,Talk about Goat app. Group 2.,ok
,The monkey function is to detect the MonkeyRunner debug tool as specified in another answer. – logain Mar 30 '14 at 20:49,,,,
,They need to add canPigsFly(). while (!canPigsFly()) { /* code */ } – Jared Rummler Feb 5 '15 at 9:25,5,,"
This will auto correct if you change the previous groups.
",ok
,That's a real app. – Kevin Krumwiede Feb 21 '15 at 8:07,2,4,Talk about Goat app. Group 2.,ok
,"I feel bad for anyone who cheekily used this function, expecting it to return false forever. – Martin Konecny Apr 27 '15 at 5:11",1,1,,
,@casperOne given the content of the method I think the use case is pretty self explanatory. – Ced Aug 22 '15 at 5:40,3,,Reply to a comment in group 3.,ok
,"What's funny is there's an app with that ID: play.google.com/store/apps/…. And it's not free, nor made by Google! – raulk Jan 14 '16 at 18:58",2,,Talk about Goat app. Group 2.,ok
,"@raulk Yes, they used the ID of that app, they didn't pick a random app ID and then happen to have someone create an app with that ID... – user253751 Sep 27 '16 at 1:01",2,,Talk about Goat app. Group 2.,ok
,App is available for free through Amazon app store amazon.com/Coffee-Stain-Studios-Goat-Simulator/dp/B013KNQ2MS – Kevin Brotcke Jun 21 '17 at 0:05,2,,Talk about Goat app. Group 2.,ok
https://stackoverflow.com/a/13381101/5749570,"My bad - those are warnings, however they often lead to actual compile errors if you are returning from a block that control flow is now forced down. – djechlin Nov 14 '12 at 15:05",2,2,My bad. I changed mine.,
,Wouldn't compiler directive be a better use for conditions you want to compile out? – Andy Nov 14 '12 at 18:13,4,4,,
,"@djechlin I do not know if this is android only, in standard java ` if(false){...}` compiles just fine (open jdk javac 1.6 and 1.7) – josefx Nov 14 '12 at 20:24",2,2,,
,"@josefx - compiler warnings and can lead to errors if the branch the code is forced down has a return statement as this produces unreachable code. This is a useful compiler error; e.g. if you forget break; statements in a switch and your default case throws an exception, you will get this error. – djechlin Nov 14 '12 at 20:26",2,2,,
,"@djechlin sorry, I somehow failed to read your first sentence after seeing your (1==2) example - that if(false) is handled by the compiler is a downside in this case (and I should get some sleep to avoid more of these mistakes :-)). – josefx Nov 14 '12 at 20:36",2,2,,
,"@PeterOlson - if you are specifically trying to test a code branch where an if goes false or true, this is the most precise and obvious way to simulate that - commenting out the block could be less accurate if you don't match to the proper end of the block (perhaps you didn't notice a discreet if/else block immediately following), it will lead to a compile error if you're forcing to the following else block, etc. – djechlin Nov 15 '12 at 2:01",3,3,,
,"For ""if (false)"", check end of doc docs.oracle.com/javase/specs/jls/se7/html/jls-14.html#jls-14.21 – auselen Nov 15 '12 at 6:37",,,My bad. This is not group 3.,
,It is legal because a sub-class could override isUserAGoat() and return a different value. – Mike Dec 1 '12 at 10:34,,,,
,"@Vadzim nope, compiler will detect that always evaluates to true. – djechlin Oct 9 '13 at 15:43",4,4,,
,possibly because isUserAGoat is not final. – njzk2 Apr 7 '14 at 21:21,,,,
